,P1_Phycella_cyrtanthoides_P001_WA1,P1_Phycella_cyrtanthoides_P001_WB1,P1_Phycella_cyrtanthoides_P001_WC1,P2_Phycella_cyrtanthoides_P001_WD1,P2_Phycella_cyrtanthoides_P001_WE1,P2_Phycella_cyrtanthoides_P001_WF1,P3_Phycella_cyrtanthoides_P001_WG1,P3_Phycella_cyrtanthoides_P001_WH1,P3_Phycella_cyrtanthoides_P001_WA2,P4_Phycella_cyrtanthoides_P001_WB2,P4_Phycella_cyrtanthoides_P001_WC2,P4_Phycella_cyrtanthoides_P001_WD2,P5_Phycella_cyrtanthoides_P001_WG2,P5_Phycella_cyrtanthoides_P001_WH2,P6_Phycella_scarlatina_P001_WA3,P6_Phycella_scarlatina_P001_WB3,P8_Phycella_amoena_P001_WA4,P8_Phycella_amoena_P001_WB4,P8_Phycella_amoena_P001_WC4,P9_Phycella_amoena_P001_WD4,P9_Phycella_amoena_P001_WE4,P9_Phycella_amoena_P001_WF4,P10_Phycella_amoena_P001_WG4,P10_Phycella_amoena_P001_WH4,P10_Phycella_amoena_P001_WA5,P11_Phycella_ornata_P001_WB5,P11_Phycella_ornata_P001_WC5,P11_Phycella_ornata_P001_WD5,P12_Phycella_ornata_P001_WE5,P12_Phycella_ornata_P001_WF5,P12_Phycella_ornata_P001_WG5,P13_Phycella_lutea_P001_WH5,P13_Phycella_lutea_P001_WA6,P14_Phycella_ornata_P001_WB6,P14_Phycella_ornata_P001_WC6,P14_Phycella_ornata_P001_WD6,P14_Phycella_ornata_P001_WE6,P15_Phycella_angustifolia_P001_WF6,P15_Phycella_angustifolia_P001_WG6,P15_Phycella_angustifolia_P001_WH6,P15_Phycella_angustifolia_P001_WA7,P17_Phycella_arzae_P001_WE7,P17_Phycella_arzae_P001_WF7,P17_Phycella_arzae_P001_WG7,P18_Phycella_davidii_P001_WH7,P18_Phycella_davidii_P001_WA8,P18_Phycella_davidii_P001_WB8,P18_Phycella_davidii_P001_WC8,P19_Phycella_arzae_P001_WE8,P19_Phycella_arzae_P001_WF8,P19_Phycella_arzae_P001_WG8,P20_Phycella_quilapilun_P001_WH8,P20_Phycella_quilapilun_P001_WA9,P20_Phycella_quilapilun_P001_WB9,P20_Phycella_quilapilun_P001_WC9,P21_Phycella_cyrtanthoides_P002_WA01,P21_Phycella_cyrtanthoides_P002_WB01,P22_Phycella_cyrtanthoides_P002_WD01,P23_Phycella_cyrtanthoides_P002_WF01,P23_Phycella_cyrtanthoides_P002_WG01,P24_Phycella_cyrtanthoides_P002_WH01,P24_Phycella_cyrtanthoides_P002_WA02,P25_Phycella_cyrtanthoides_P002_WC02,P25_Phycella_cyrtanthoides_P002_WD02,P26_Phycella_cyrtanthoides_P002_WE02,P26_Phycella_cyrtanthoides_P002_WF02,P27_Phycella_cyrtanthoides_P002_WH02,P27_Phycella_cyrtanthoides_P002_WA03,P28_Phycella_chilensis_P002_WC03,P30_Phycella_cyrtanthoides_P002_WG03,P30_Phycella_cyrtanthoides_P002_WH03,P30_Phycella_cyrtanthoides_P002_WA04,P31_Phycella_angustifolia_P002_WB04,P31_Phycella_angustifolia_P002_WC04,P32_Phycella_arzae_P002_WE04,P33_Phycella_ornata_P002_WG04,P33_Phycella_ornata_P002_WH04,P33_Phycella_ornata_P002_WA05,P34_Phycella_scarlatina_P002_WB05,P34_Phycella_scarlatina_P002_WC05,P35_Phycella_lutea_P002_WE05,P35_Phycella_lutea_P002_WF05,P36_Phycella_australis_P002_WH05,P36_Phycella_australis_P002_WA06,P36_Phycella_australis_P002_WB06,P38_Phycella_chilensis_P002_WE06,P38_Phycella_chilensis_P002_WF06,P39_Phycella_australis_P002_WG06,P39_Phycella_australis_P002_WH06,P40_Phycella_australis_P002_WB07,P40_Phycella_australis_P002_WC07,P41_Phycella_chilensis_P002_WE07,P41_Phycella_chilensis_P002_WF07,P41_Phycella_chilensis_P002_WG07,P43_Phycella_chilensis_P002_WB08,P43_Phycella_chilensis_P002_WC08,P45_Phycella_fulgens_P002_WG08,P45_Phycella_fulgens_P002_WH08,P46_Phycella_maulensis_P002_WB09,P46_Phycella_maulensis_P002_WC09,P46_Phycella_maulensis_P002_WD09
P10_Phycella_amoena_P001_WA5,0.665430565806081,0.68987028254398,0.6815848447374133,0.8441611120302508,0.9621224875400802,0.894488420391313,0.6904040297658475,0.7105299013857077,0.6946330662306994,0.7505388543888332,0.7139034117180815,0.6780881115192747,0.7493947099194418,0.6344592035200531,0.7949814687200495,0.8238656339387744,0.08016771930663738,0.1863541840039336,0.18146143634596584,0.1823002016706855,0.1973079808149425,0.16957815011727911,0.2010431373039147,0.1497729055888795,0.0,0.3240393740729576,0.2823932842073814,0.19863551112054403,0.23605160102423478,0.290345055854512,0.17153791827563253,0.3168763835731918,0.2672376688117385,0.3379182723874904,0.3840329033115035,0.4473151803001049,0.3504637846621413,0.8476470694494602,0.8409596006415931,0.8919472969976797,0.8919472969976797,0.3589248760471153,0.4021160091962688,0.4457858380983023,0.4180047269767585,0.4152810223954028,0.42164329394835887,0.4236556500054309,0.37207166009205817,0.36552502003269544,0.43225777986589065,0.29523534162258125,0.4134964459168313,0.4200939060327538,0.3133423602912106,0.6848480528943985,0.6888339851689697,0.822515674455241,0.7255275518332338,0.7875817210799687,0.867119173191872,0.881979981495445,0.653534114490609,0.7491169604543596,0.8169548756307161,0.8382928408013258,0.6295830943442868,0.625765288059706,0.5293385727883912,0.854253655432377,0.8793613831842888,0.8611442859928895,0.794171709324702,0.8598711292521783,0.32445690158534435,0.3809668818304588,0.3973684581239597,0.4388068602805092,0.7881408997966378,0.7986074532981542,0.3678649307862384,0.398868368633954,0.7452979489842135,0.7966323944200876,0.6450803671599581,0.7402004941626188,0.6133014747047504,0.7397979052396282,0.6995696814128873,0.7918773063073463,0.877706611413766,0.6791269313002706,0.6234014210430823,0.5999689294138136,0.6548010854003316,0.5755789932185138,0.6822221488596262,0.678157672737706,0.6211330832434677,0.6664814171384275,0.6371469337905203
P11_Phycella_ornata_P001_WB5,0.694307565259236,0.7052936345769089,0.7160983858530983,0.9094281868285752,0.9208098217360049,0.8504328729863169,0.7306612266486217,0.7492707572565083,0.7975008014146683,0.7697488535812314,0.7092359044695767,0.7062769757056948,0.7554667263296104,0.7566700562527102,0.7828292705443133,0.8233817009354929,0.3713839185584248,0.3204507980707629,0.36096867333693317,0.1642167697888819,0.2917927373018768,0.17688486013482058,0.14147331444536676,0.3054703845224216,0.3240393740729576,0.0,0.09789979912773211,0.20360563318402,0.16815435785901067,0.11159822148469022,0.16926988789944933,0.2931027497068046,0.30332945689141544,0.28540524342974016,0.2680192648463853,0.2710398816593605,0.3052498037346429,0.8441468682481794,0.8395008033091781,0.8546465415253085,0.8546465415253085,0.3117903720513796,0.3296453156589412,0.2114194992413565,0.45244806513469843,0.44560907078961987,0.4559082635697462,0.4528497735126088,0.2872696249653473,0.2105908846238279,0.16553999161945188,0.26293881628394655,0.359042900755271,0.3124761251137868,0.2641212090666107,0.6070558440194022,0.731145886304974,0.8134200604876691,0.8353802581927713,0.7792729003574905,0.8532605891116669,0.8589943998369458,0.7540405521108362,0.7449029075190496,0.827863650240531,0.8205582258018257,0.7363207746986895,0.7357167132974503,0.49039307962026685,0.8412932322915672,0.8355767517833411,0.840172944328871,0.7752588312432274,0.8412303417974224,0.3809138498922125,0.31522089969046874,0.27457717964803074,0.2639536342184246,0.7849514715695182,0.8025136195258834,0.41538044867023105,0.4311968832739441,0.6522358596734146,0.7904185814513265,0.7509563014402867,0.6828819141696136,0.5483033340040535,0.7263609601253658,0.7035538266416296,0.7871677616693844,0.8285269359313194,0.6284195932495263,0.5907511551046356,0.5672964749786296,0.6010404373617728,0.5284840413181531,0.6090808517340883,0.6061505424221783,0.6714554626728156,0.7017838255364554,0.6730839590509659
P11_Phycella_ornata_P001_WC5,0.6813043409786158,0.6914369531746747,0.6814466747895855,0.9422144970917223,0.9455300643358493,0.8754588553878897,0.7179350291149661,0.7194910768067857,0.7939289723602447,0.7776088610767699,0.6999981603810463,0.6788683663847881,0.7520534633377005,0.760664561388888,0.7680181406911857,0.8104220733905214,0.27553713355838405,0.22877194331136175,0.2806223112776802,0.16551659701166765,0.2382569484975056,0.16083324016273054,0.16354482695262035,0.2585778467724874,0.2823932842073814,0.09789979912773211,0.0,0.13592761281640267,0.176665217182088,0.05891291706454681,0.1458281788822791,0.3193430140421907,0.28197993861263715,0.3321399621513893,0.2446763627106662,0.30243003390541845,0.35138850923043685,0.8362337582919237,0.8330639259267284,0.856706778426477,0.856706778426477,0.31496782764407766,0.359187419549974,0.20637984090178374,0.37492581678941,0.37999543150349724,0.37565880418793657,0.39367466067336176,0.27189788234516016,0.14665696536295805,0.186864659323314,0.2694908450408247,0.2718125435823313,0.2619608300338205,0.28134166054563053,0.5912206175301485,0.693792797124706,0.831287129271012,0.8437860412366325,0.7803412675371835,0.8678652115826373,0.8662782101723827,0.74070424275735,0.7314838820471714,0.8160842385857582,0.832040544017239,0.7265099040961032,0.7396190925371628,0.4982660087379476,0.8364071514108711,0.8637372494899349,0.8552857160148291,0.7704608016740209,0.8394827409127348,0.38387221163806956,0.23340704066266882,0.2743300983074278,0.30847753279415835,0.754420441825255,0.7672276432671935,0.35377038675438016,0.3472446899838957,0.646176566063773,0.7965457653824888,0.7471833257161544,0.7147220551839037,0.5785913974003916,0.725567196690289,0.6846874239364222,0.7699704033601509,0.8470745757156253,0.6455296239176499,0.5995139490873287,0.5912253007014511,0.6238838099592511,0.5273135941690805,0.6750135413327509,0.6557815790837893,0.596829135491483,0.6340976978565495,0.6307052005326385
P11_Phycella_ornata_P001_WD5,0.6627978677192772,0.6671453001307334,0.654217695673321,0.8130293125961974,0.914681391990992,0.8446011075860941,0.7031618257228589,0.6959248298629304,0.6639374610729918,0.7579745199938654,0.6683971370057287,0.6555932970590295,0.72622547141979,0.6422975502786167,0.7361455612159533,0.777521817723799,0.19663896351971702,0.2549547743716167,0.30718380255266364,0.266191683700882,0.2630254680068594,0.2621051527702268,0.2733752458934071,0.2880767552130781,0.19863551112054403,0.20360563318402,0.13592761281640267,0.0,0.07580050642026395,0.16247431682653007,0.06616851950640155,0.3278060723571956,0.3054825931895773,0.22093346691652033,0.2559226057899221,0.2951522445543392,0.2388713433472364,0.8041307168871501,0.8012338851980847,0.824626072735116,0.824626072735116,0.19939169154487923,0.23463393105896047,0.28684700928567913,0.38393871686367087,0.3954283108088607,0.3951683543055008,0.4073552967464165,0.27255585453885833,0.27217453645898826,0.2771237572205458,0.18695285577137888,0.29083310553826214,0.2713233031787328,0.1898830133137819,0.6728712597889855,0.6724539638253306,0.8061054727834785,0.7182833389287524,0.7518039746777212,0.8386463024192626,0.8343639659158695,0.6107034248283667,0.7016014082996473,0.7867106466210887,0.803009834349531,0.6008471859325725,0.6170539673198134,0.47371166950566235,0.8041006732811684,0.8335376718678825,0.8259926872969826,0.7475365821630141,0.8097645611139068,0.28356090944787254,0.2590428817428231,0.29528104629797725,0.3052498037346429,0.7209668040801102,0.7357687364085003,0.3680868448579342,0.3483670481192944,0.7185952482540874,0.7671585642938966,0.6190576173373374,0.6874906559517844,0.5501609141314342,0.69440095566647,0.6595241209193117,0.7362919707407333,0.8150835544418248,0.6181869945328748,0.5733699147057938,0.5647725247755331,0.5954428064480866,0.49568180746807605,0.6547243404823758,0.6337030943587961,0.5961778288536232,0.6224201514624926,0.6183062544217065
P12_Phycella_ornata_P001_WE5,0.7067532500067508,0.7155514533045304,0.7081487283912501,0.8224314735781268,0.9208608205978885,0.8499425731612615,0.7483465477914852,0.7482230598678882,0.7016458204718019,0.7914923786591513,0.7000977820545597,0.7027085750078952,0.7623587098196976,0.6780626350781435,0.762674051940116,0.8110979074889503,0.2458913753640344,0.28388390868488317,0.34638441251571866,0.2764649942829468,0.2674161826592649,0.2824647002640185,0.24366993104971263,0.3144487539204448,0.23605160102423478,0.16815435785901067,0.176665217182088,0.07580050642026395,0.0,0.20348719286729733,0.07506890264270673,0.3095513405510605,0.31959503160311437,0.20662454148831966,0.25958563796551004,0.2507187211284452,0.23219795643206215,0.8366866530670247,0.8361564227536129,0.8410685701345074,0.8410685701345074,0.18227859147280517,0.2163858464955025,0.2803556645851135,0.4112404898579798,0.42153738690502984,0.41847458825691214,0.4306817409254258,0.2934944696754587,0.29223989663244654,0.2389180246075067,0.16676817676387232,0.31397682263971316,0.27738489980586123,0.1619321231526359,0.7200630505829284,0.7316758557873416,0.8269881158064981,0.7539672367185384,0.7817213671501708,0.863408361629717,0.8553159187632743,0.6523999036794145,0.7325674407903076,0.8289606165772093,0.8266363062597935,0.6404621047417324,0.6520473811866352,0.4809390359841783,0.8303603464747478,0.8402765793521649,0.8463582917659602,0.7709421649147323,0.8350509876515413,0.24748290871871945,0.2933303577889297,0.27690479656978156,0.27389571805681334,0.7535815150748328,0.771637215564759,0.41678033134535786,0.40818035290129095,0.7514932897148185,0.7975747886725381,0.6549441208187846,0.68342605359656,0.5427210869346801,0.7203067335420419,0.6970016481409229,0.7658793263608878,0.8186155034620034,0.6166995896798512,0.5738741532898344,0.5726118080811924,0.5893187575240828,0.5014520072993212,0.6304624198114874,0.6155405709629419,0.6551097651109039,0.6796124606330748,0.6741083424463913
P12_Phycella_ornata_P001_WF5,0.6528614073045991,0.6698113496794078,0.6680782113768065,0.920507344309154,0.922050255340627,0.8550785422476536,0.6923795651945733,0.6875537753453445,0.7722235160646228,0.751485731026426,0.6876600033934863,0.6569177697096652,0.7254176298295391,0.7310596514503575,0.7450968801380989,0.7898481416261547,0.282148064446637,0.2648108321141794,0.28279864192381754,0.1699525833100376,0.2649846893356287,0.18090702897822672,0.19106907986009827,0.2794570360116141,0.290345055854512,0.11159822148469022,0.05891291706454681,0.16247431682653007,0.20348719286729733,0.0,0.17895070331700735,0.31251973149886036,0.2813039587310695,0.35403866184823507,0.27402008681475204,0.3346567021256872,0.37058596655047155,0.8135743896239507,0.8115066411740756,0.8320451609175363,0.8320451609175363,0.3463634660446211,0.3653471437477013,0.2307872760198682,0.4093922586742971,0.41387670933483156,0.39150570343572916,0.41436621269506557,0.2967657863610569,0.1870233485723945,0.20425464976181404,0.2859063681863746,0.31121292437871684,0.3080550098757524,0.28231584689308553,0.5581536299668873,0.6628057775038517,0.8038888723786053,0.8174683084719918,0.7488460472190027,0.840312618919015,0.8400241954276939,0.7171034012900088,0.7003274891466744,0.789916890559151,0.8024680079632454,0.6924672005740908,0.7078244171443713,0.48957001604540673,0.8132439268150395,0.842176965696513,0.8264485194751219,0.7532487982711401,0.8222847723056029,0.3961995038801204,0.27955036201297634,0.2977117109633617,0.3385619049861333,0.7414863404677015,0.7429735926850799,0.3770243068152571,0.3764850401593648,0.621638742555918,0.7748550924951473,0.7204319513109622,0.7203760816083011,0.5673366186260707,0.7161267601160689,0.6533004372134704,0.7586724117928318,0.8283168848010043,0.6611317209738683,0.6169995633872025,0.5995088307218976,0.6332525850923836,0.5147859774350361,0.6799680217057464,0.6678985485601254,0.5651881909485864,0.6041958153046669,0.593772800732413
P12_Phycella_ornata_P001_WG5,0.6844478804863358,0.6972038686865516,0.6927775868167284,0.8404325084124146,0.9510596285482814,0.8814257409376545,0.7181529817753739,0.7313712716616373,0.7013814329030593,0.774050753241371,0.7075734659507,0.6910762576926217,0.7561499058271628,0.6576298635492946,0.785515801639652,0.8253854881753082,0.19162290043262964,0.2514985934527114,0.29342885951322006,0.2578891796020654,0.24830869354055427,0.2409151017199739,0.24053868983909288,0.25212467801018684,0.17153791827563253,0.16926988789944933,0.1458281788822791,0.06616851950640155,0.07506890264270673,0.17895070331700735,0.0,0.2983241766008732,0.2740614966567687,0.21187262126327983,0.23554151382943989,0.2924059451856322,0.22879112785098946,0.848751436876795,0.8437503658314376,0.8707956610313347,0.8707956610313347,0.2119821929068446,0.26151060891687716,0.3023401961153768,0.38751520831508235,0.38984138801072366,0.3974603620943946,0.399036306200885,0.2623760867078675,0.2424234871950306,0.28375588345802266,0.15464705878509014,0.2859063681863746,0.27410619329594427,0.16797417417862154,0.69663556786166,0.7097115992403817,0.8317911359980577,0.74611920104301,0.7888892452804455,0.8731900030822368,0.8768526636104264,0.6517796210846784,0.7495780665396325,0.8268661980443698,0.8391077290863069,0.6364634452488105,0.6433455604158834,0.5051741214626746,0.8505772055433249,0.8668762294670355,0.8619839629165209,0.790629860462484,0.854862607624825,0.2671199184817446,0.2569278533357081,0.2600724777584506,0.2919402535126496,0.776176242756325,0.7908671287365217,0.3628413122497463,0.38029841080899157,0.7509807349231059,0.8011756602905749,0.6549200672173707,0.711780319087168,0.5843698494230164,0.7319139469380516,0.6962375592397153,0.782159400123122,0.8565520286659544,0.6468801757648952,0.599529303658845,0.5872341633576377,0.6245221636724931,0.5406122590161491,0.6593443926769292,0.64410695344374,0.6222321693408539,0.6678409028959382,0.650637297615366
P13_Phycella_lutea_P001_WH5,0.6759643865547977,0.6166747875300311,0.6136782548494212,0.9130811235917561,0.821723804191696,0.7555986645547759,0.7115700666016772,0.6355915506788654,0.8033908614155483,0.7462761822807236,0.724536980779882,0.5918414055542347,0.6476217839964596,0.7305572574557689,0.7822256765271376,0.7272100769642376,0.35389289407884406,0.2244711891664526,0.2514407520360853,0.280762138186597,0.20597557294305624,0.30271041979249536,0.2853542507179675,0.30943036975827704,0.3168763835731918,0.2931027497068046,0.3193430140421907,0.3278060723571956,0.3095513405510605,0.31251973149886036,0.2983241766008732,0.0,0.07903842074142436,0.4221212496954247,0.29860753126679296,0.42144148666246567,0.444679618320007,0.8461498493018196,0.8463289013624331,0.8689278413438299,0.8689278413438299,0.46575606558379085,0.4653857085067371,0.450168025850002,0.4669540522159653,0.4786687314726027,0.46932459980273933,0.38653222302464896,0.41010687404780527,0.40875078491526523,0.4026118639267707,0.3713662778299567,0.36472813524132763,0.34888400840056377,0.3749331821548779,0.7010223566138123,0.6294735595267682,0.7925831937252952,0.8304047058534518,0.7795492041033365,0.7504405722233429,0.7637657391024144,0.7713354545671952,0.6443060101710012,0.7330757087487707,0.7177384163470445,0.7296405124517434,0.7179192718328664,0.5223566400624896,0.7404286404021028,0.742825973912588,0.7335549531648485,0.7937555554733045,0.8442056628759597,0.3806245930089187,0.4335519655312914,0.3740026877712765,0.42354402300746297,0.7950874677871025,0.8029914180449206,0.24045153570082334,0.35758225218176065,0.7372062754353788,0.6948357097738641,0.7448012295460746,0.7262031786445857,0.4770051816096409,0.7413133529585425,0.6938193747698589,0.6977888153378673,0.8391654084797362,0.6835226376097709,0.6327220425751414,0.6073587399333702,0.6446160547164399,0.5745425739136945,0.6301094832594687,0.6506469887018625,0.6658337354844361,0.7058570977140046,0.6736212777955559
P13_Phycella_lutea_P001_WA6,0.6804241912873041,0.6126815614282989,0.6118799627863585,0.9556286521894353,0.8651835255908619,0.7982531547222209,0.7107089542655805,0.6335000067557429,0.8192200203710721,0.7697190725120279,0.7368181919883077,0.5928583643935753,0.668499087096023,0.751007364710266,0.7998728355234674,0.7438090499090979,0.2853003520693787,0.1804349890512064,0.1816831966680596,0.2720291062935536,0.1693698476908418,0.2890633359228847,0.2906026080374128,0.2483264610890223,0.2672376688117385,0.30332945689141544,0.28197993861263715,0.3054825931895773,0.31959503160311437,0.2813039587310695,0.2740614966567687,0.07903842074142436,0.0,0.45203884244684983,0.2824899786241872,0.4435610307782915,0.47396740680257554,0.8661172893142631,0.8633197640304411,0.8886834484394608,0.8886834484394608,0.473580656822453,0.5023994817866353,0.46127656408102885,0.430910995387616,0.43360016755499675,0.4181786792243257,0.3446711413628581,0.39413177222356566,0.36491387983769324,0.4234049683967247,0.36601914738197316,0.3169686872640168,0.3232055490003598,0.38614800805658756,0.702449465158402,0.6154145743565537,0.8311027210457259,0.8527114636190152,0.8021422427893665,0.7833971056359383,0.7944184649684128,0.7704208950488748,0.6635059054733046,0.7425063679696065,0.7498637108874409,0.737361331150738,0.7385274631799876,0.5436022016463607,0.7643226085455218,0.7842647554085991,0.7695988950003363,0.7985674065078077,0.8610356010944167,0.4067527129565914,0.38412115289037085,0.3587565799900129,0.43086930003296087,0.8047359976379836,0.8095821881791854,0.19137426434263247,0.3185671992916379,0.7605772704295812,0.7189892316764895,0.7630948524479593,0.7621019196906702,0.514217099677163,0.7638803019279188,0.7076927793867703,0.7147706509119449,0.8803332171435241,0.7011970217616561,0.6542432694423829,0.6312860186854117,0.6762304080710662,0.5821124539731255,0.6905845910187254,0.6870740765918686,0.6232956011830806,0.6733508810713448,0.6515642002275456
P14_Phycella_ornata_P001_WB6,0.6780863898814391,0.682028709271116,0.6743107377979533,0.76543178804586,0.8849782063697675,0.8142065612487315,0.7124929164797698,0.7241627993670479,0.6570102736732863,0.7340822836267548,0.6450271697701757,0.678422138715344,0.7237657963267279,0.6294283945889492,0.754281817706892,0.7805380596531298,0.3850522880965501,0.44371045126561065,0.49346819247717777,0.39328106792133083,0.43896139286065283,0.3856203703283041,0.39471624555237367,0.44747950848565954,0.3379182723874904,0.28540524342974016,0.3321399621513893,0.22093346691652033,0.20662454148831966,0.35403866184823507,0.21187262126327983,0.4221212496954247,0.45203884244684983,0.0,0.20385687037826283,0.17824855861076178,0.03954325377567601,0.8036928755112382,0.7977325941669056,0.828045953840463,0.828045953840463,0.19035930816493274,0.21464735920845635,0.2751097342490127,0.4520755401642105,0.4686514796872723,0.48879209015356984,0.4790396962769264,0.2847565866213646,0.32469071611193356,0.28667031122005504,0.2201066704379589,0.3654027631282331,0.33492920071797666,0.22272032392324087,0.7057262876059694,0.7203415233935879,0.7762150958680942,0.6970676377078637,0.7558085441466258,0.8174441632738345,0.8262606246054777,0.6206682798985155,0.7345954260417695,0.7928892338624369,0.7925697801306945,0.6178998550433165,0.6139022650226895,0.45485258402124623,0.8057496904762274,0.7997544136786803,0.8091949082874853,0.7616331524284994,0.8039544455718515,0.2918094365458145,0.24416841732839303,0.2268844270682903,0.15909478758295115,0.7464379727506921,0.7741482932596213,0.43969681927198023,0.45067799939876624,0.7084798885213626,0.7501618946240074,0.6163323622240491,0.6354945126565619,0.5243473714850757,0.6761740475686782,0.6905862250715271,0.7327081963518022,0.7993910841661143,0.5692223122804778,0.5230384131757284,0.5003657480590278,0.5472515373146802,0.4909732143240617,0.5614749012381173,0.5504548897476866,0.6983046653720449,0.722845877822021,0.6907148800351767
P14_Phycella_ornata_P001_WC6,0.6842566205422878,0.5948341923942198,0.5862496224576317,0.9290390331437248,0.836028300054423,0.7649658391865789,0.7204528140242806,0.6256894958510689,0.7926431282134655,0.7725148431990339,0.6956272738966957,0.5839055162749253,0.6509807349231058,0.7572487540750393,0.7660547796196704,0.7078433604189265,0.3982904934694317,0.2447106631861301,0.300343417484374,0.3490281318329995,0.24489406704991507,0.3404250828249551,0.33528176725104464,0.3652154645727231,0.3840329033115035,0.2680192648463853,0.2446763627106662,0.2559226057899221,0.25958563796551004,0.27402008681475204,0.23554151382943989,0.29860753126679296,0.2824899786241872,0.20385687037826283,0.0,0.18010726935530844,0.22565822721216205,0.8329799612510246,0.8296170440446688,0.8531954891518201,0.8531954891518201,0.2972556628285427,0.3485054335545979,0.28688230577536467,0.38424862305121127,0.3868357113788685,0.39056266770534115,0.29805626366599913,0.24943294385716183,0.24622785079937135,0.2604540556651743,0.2469517472973833,0.1784051341722615,0.15873465959237693,0.2555374971842911,0.6982969346480932,0.6041479260782414,0.8238743434092043,0.8400692777231372,0.7772399545895302,0.7618653629722931,0.7611104952865606,0.7409270493188529,0.6350980588314987,0.7173379025768535,0.7280319340836096,0.7279401947029118,0.7373047475556493,0.49787902705048787,0.7322297843184671,0.7522567157339427,0.7492233921755536,0.7784097486231045,0.8395324101908346,0.3626057035475232,0.1571965091618145,0.16445505175704916,0.18417580659590282,0.7560780780258272,0.7710666137934186,0.27698449068087505,0.37995402718847515,0.7427274027798285,0.6925108787876982,0.745278199521682,0.7039966695020076,0.4690628271240146,0.718763495535685,0.689634699154359,0.6673684998567662,0.8387775562952879,0.6341805215799481,0.5848546170151359,0.5760485440294216,0.6107083723725625,0.5214987043027565,0.6536032511178573,0.6391936117593533,0.6253161664607705,0.6607399433125655,0.6481126433856126
P14_Phycella_ornata_P001_WD6,0.7098662235473268,0.713457456879693,0.7034332914265351,0.9068251344867473,0.9105686002408693,0.8371491248261111,0.7501364005680111,0.7538594524380008,0.7926745574789413,0.7844106016889711,0.676165345681954,0.7039375571893695,0.7577785814020286,0.7746511028034186,0.7628782383057572,0.8034799817763383,0.46957646660205965,0.412419411526034,0.47390571154275773,0.38948987473523766,0.4002235693603706,0.3880913745128027,0.36242522108863157,0.43476094444445423,0.4473151803001049,0.2710398816593605,0.30243003390541845,0.2951522445543392,0.2507187211284452,0.3346567021256872,0.2924059451856322,0.42144148666246567,0.4435610307782915,0.17824855861076178,0.18010726935530844,0.0,0.20322020525439316,0.8283708574273967,0.826547121002098,0.8362293812835558,0.8362293812835558,0.26935835522528295,0.30342792184704737,0.26525870280364955,0.4266183456206085,0.44188066035303986,0.4530802784982206,0.4515807872366969,0.2950393998366405,0.30656701542991693,0.245018191433471,0.28940418106937565,0.332707213271586,0.28942406931566267,0.29185684584464816,0.7278191037784304,0.7405513418413286,0.8179604702913574,0.8452189157338763,0.7828021679357948,0.8549014855529455,0.85013527283069,0.7492400054882647,0.7416449938850311,0.8248856999950842,0.8225035058174535,0.7442384823435824,0.7521021152637123,0.459245190344672,0.8245032675409019,0.8279431283719036,0.8401008317742786,0.7692280064316039,0.8255738881031864,0.36166818833170744,0.21606929328960842,0.2013467245977322,0.14477918531550898,0.7491477274097875,0.7750972731057493,0.43027051392851867,0.42679982535488104,0.746151655710452,0.7900625844080404,0.7518526747989922,0.6567454553779107,0.5315434771377199,0.7061059734797874,0.7033956095228969,0.7553800598500855,0.809214739915258,0.5889210828991833,0.5458837100277053,0.5449279448761174,0.5648477828930452,0.4886504226328504,0.4999129124629263,0.5837762310996589,0.6809051427487055,0.7026707583601755,0.6897882331854296
P14_Phycella_ornata_P001_WE6,0.676138889306357,0.6717591926941916,0.6672644899048936,0.7527742193823166,0.8787273823609663,0.8093535257121542,0.7072556513458155,0.7192744541793612,0.643377056974488,0.7230147677885621,0.6355304791328705,0.6787912143696264,0.7106888729843749,0.6200421509152254,0.7571891547057816,0.7758818916422509,0.40074793615298265,0.4642494684371078,0.5096019193462455,0.41695086154656114,0.4620711645769347,0.40043504138185415,0.41740875022153434,0.46523547771275,0.3504637846621413,0.3052498037346429,0.35138850923043685,0.2388713433472364,0.23219795643206215,0.37058596655047155,0.22879112785098946,0.444679618320007,0.47396740680257554,0.03954325377567601,0.22565822721216205,0.20322020525439316,0.0,0.7957568763376922,0.7869618401597072,0.8252016931583069,0.8252016931583069,0.20107408308708236,0.2219433672633908,0.2836826382464106,0.4655602499024448,0.4808759894866338,0.5072408574094429,0.4873247718712401,0.30530804934161065,0.34674004505309125,0.3135050901367199,0.2469592705120813,0.3850191483598774,0.35543517995995255,0.24627965016599696,0.697398116156555,0.7162047701385033,0.7694442950067808,0.6820096233036299,0.7465499193434567,0.8061905987539502,0.817974934107025,0.6113862315249698,0.7332782553186603,0.7798158119289412,0.7830893235642762,0.6157576036408995,0.6101059727859752,0.44472030080254465,0.8035052378895782,0.791456824483743,0.8019912088080197,0.7604998369949233,0.7995907140754122,0.31192961190440033,0.2658100685119911,0.2546346351672507,0.1898147650022603,0.7459585149305701,0.7756817757968748,0.45003566376377013,0.4619939618770316,0.7001896965206172,0.7359153797915745,0.6100548920590068,0.6131215534729153,0.5229559183831731,0.6636416717866077,0.687463843057582,0.7225730179716771,0.7963184247350961,0.5521385980475212,0.5071520716042645,0.4788855067582053,0.5314441434616511,0.4885610133807593,0.5479882634029518,0.5323102232655705,0.7096896678510718,0.7325740323708598,0.6956507816102928
