,Griffinia_hyacinthina,Griffinia_rochae,Griffinia_nocturna,H_cipoanum_119_cpgenome_annotated_3.0,NG4400_Hip_dutilh,BEL4494_Zeph_mesoch,NG243_Zeph_montana,NG5471_Zeph_monantha,NG4932_Zeph_advena,NG2811_Zeph_cisand,NG4922_Zeph_tenuif,Rhodolirium_laetum,NG1022_Pap_laeta,NG1069_Pap_laeta,Traubia_modesta,OG2_i1_Tra_modesta,OG2_i2_Tra_modesta,OG2_i3_Tra_modesta,Rhodolirium_montanum,OG1_i2_Rho_montan,OG1_i3_Rho_montan,OG1_i4_Rho_montan,OG3_i1_Rho_andico,OG3_i2_Rho_andico,P001_WA1,P001_WB1,P001_WC1,P001_WD1,P001_WE1,P001_WF1,P001_WG1,P001_WH1,P001_WA2,P001_WB2,P001_WC2,P001_WD2,P001_WE2,P001_WF2,P001_WG2,P001_WH2,P001_WA3,P001_WB3,P001_WC3,P001_WD3,P001_WE3,P001_WF3,P001_WG3,P001_WH3,P001_WA4,P001_WB4,P001_WC4,P001_WD4,P001_WE4,P001_WF4,P001_WG4,P001_WH4,P001_WA5,P001_WB5,P001_WC5,P001_WD5,P001_WE5,P001_WF5,P001_WG5,P001_WH5,P001_WA6,P001_WB6,P001_WC6,P001_WD6,P001_WE6,P001_WF6,P001_WG6,P001_WH6,P001_WA7,P001_WB7,P001_WC7,P001_WD7,P001_WE7,P001_WF7,P001_WG7,P001_WH7,P001_WA8,P001_WB8,P001_WC8,P001_WD8,P001_WE8,P001_WF8,P001_WG8,P001_WH8,P001_WA9,P001_WB9,P001_WC9,P002_WA01,P002_WB01,P002_WC01,P002_WE01,P002_WD01,P002_WF01,P002_WG01,P002_WH01,P002_WA02,P002_WB02,P002_WC02,P002_WD02,P002_WE02,P002_WF02,P002_WG02,P002_WH02,P002_WA03,P002_WB03,P002_WC03,P002_WD03,P002_WE03,P002_WF03,P002_WG03,P002_WH03,P002_WA04,P002_WB04,P002_WC04,P002_WD04,P002_WE04,P002_WF04,P002_WG04,P002_WH04,P002_WA05,P002_WB05,P002_WC05,P002_WD05,P002_WE05,P002_WF05,P002_WG05,P002_WH05,P002_WA06,P002_WB06,P002_WC06,P002_WD06,P002_WE06,P002_WF06,P002_WG06,P002_WH06,P002_WA07,P002_WB07,P002_WC07,P002_WD07,P002_WE07,P002_WF07,P002_WG07,P002_WH07,P002_WA08,P002_WB08,P002_WC08,P002_WD08,P002_WE08,P002_WF08,P002_WG08,P002_WH08,P002_WA09,P002_WB09,P002_WC09,P002_WD09,P002_WE09,P002_WF09
P002_WH06,0.0112763379,0.0110322004,0.0122145227,0.0093438581,0.0093661472,0.0100237704,0.0100020478,0.0090562981,0.0102018036,0.0097679225,0.0096571208,0.0063351649,0.0060392632,0.0057117350,0.0059097895,0.0057175341,0.0057525402,0.0057550007,0.0036461484,0.0036231391,0.0035777179,0.0036473097,0.0039820755,0.0040014139,0.0021206743,0.0021128330,0.0022003626,0.0019551345,0.0019972394,0.0019674740,0.0022395754,0.0022698126,0.0022371054,0.0021600575,0.0021145126,0.0022055816,0.0020480274,0.0021849257,0.0020178525,0.0020519542,0.0022388225,0.0022336048,0.0022257322,0.0021887075,0.0022264650,0.0031045617,0.0033026631,0.0031752373,0.0022654227,0.0022648856,0.0022915911,0.0021581678,0.0022415070,0.0022096099,0.0022724641,0.0022317290,0.0022709161,0.0022699289,0.0022236385,0.0021927762,0.0020748813,0.0020249387,0.0019512913,0.0022249998,0.0020694000,0.0020045081,0.0020218293,0.0020191870,0.0020294710,0.0019739311,0.0019721392,0.0019752390,0.0019737154,0.0020740207,0.0020884371,0.0020566345,0.0021478319,0.0020853409,0.0019824152,0.0019626286,0.0019394103,0.0019704235,0.0019282998,0.0019090545,0.0020662300,0.0019654392,0.0019671159,0.0019658005,0.0019250534,0.0019199268,0.0018957188,0.0021540432,0.0020420367,0.0020416347,0.0031044665,0.0031844820,0.0031035586,0.0032886050,0.0032941286,0.0030069719,0.0030353261,0.0032911076,0.0032064044,0.0032110149,0.0030837439,0.0032132190,0.0021016036,0.0021173541,0.0020597655,0.0003212656,0.0003769878,0.0018902010,0.0018321408,0.0019339379,0.0020266956,0.0019202973,0.0018408119,0.0019775040,0.0020008296,0.0019885813,0.0020687215,0.0019539917,0.0018575969,0.0018491106,0.0022370446,0.0021735691,0.0022816347,0.0018588615,0.0019057558,0.0018915023,0.0003424032,0.0007067253,0.0004457954,0.0004346444,0.0005071567,0.0004267451,0.0002780418,0.0000706196,,,,,,,,,,,,,,,,,,,,,,,
P002_WA07,0.0111300940,0.0109122071,0.0121033743,0.0092656595,0.0093278855,0.0099842504,0.0099265679,0.0090753084,0.0101134882,0.0096176367,0.0094877183,0.0062275843,0.0059342043,0.0056954995,0.0058623545,0.0056933362,0.0057280795,0.0056594596,0.0035596219,0.0034811582,0.0034365223,0.0034969040,0.0039312283,0.0039590724,0.0020320159,0.0020240317,0.0020482634,0.0019247608,0.0019952110,0.0019434642,0.0021516019,0.0021834589,0.0021497490,0.0020700866,0.0020953995,0.0021167630,0.0019909705,0.0021684877,0.0019941450,0.0020754871,0.0021582019,0.0021658360,0.0021386098,0.0021304566,0.0021385586,0.0031149921,0.0032411612,0.0031675079,0.0022761102,0.0021775048,0.0021962937,0.0020677658,0.0021457295,0.0021237411,0.0021772361,0.0021995877,0.0021768542,0.0021760640,0.0021286067,0.0020816125,0.0019980273,0.0020038381,0.0019295081,0.0021700017,0.0020543248,0.0019697519,0.0019871422,0.0019846083,0.0020017596,0.0019466050,0.0019446349,0.0019476233,0.0019466679,0.0020642205,0.0020741559,0.0020469267,0.0020268349,0.0020438562,0.0019883946,0.0019568196,0.0019158074,0.0019866406,0.0019384705,0.0019329681,0.0020448496,0.0019531597,0.0019105334,0.0019538212,0.0019273220,0.0019233851,0.0018561418,0.0021785840,0.0020261349,0.0020148545,0.0030827112,0.0031765472,0.0031076608,0.0032555354,0.0033026564,0.0030362561,0.0030332344,0.0033011941,0.0031795201,0.0032196362,0.0030965174,0.0031864407,0.0019896223,0.0021029807,0.0020196833,0.0003270726,0.0003112235,0.0018912701,0.0017917337,0.0019536853,0.0020361484,0.0019310957,0.0018697816,0.0019870104,0.0020181558,0.0019758488,0.0019564793,0.0019251839,0.0018633933,0.0018622609,0.0020918185,0.0020795091,0.0021822593,0.0018520546,0.0018919607,0.0018793481,0.0003715683,0.0007586017,0.0004851486,0.0003594588,0.0004526959,0.0003848187,0.0003063393,0.0000399285,0.0000398576,,,,,,,,,,,,,,,,,,,,,,
P002_WB07,0.0110516693,0.0110408406,0.0121791808,0.0092852101,0.0093839517,0.0100020250,0.0100701541,0.0090570551,0.0103313054,0.0097684279,0.0097492665,0.0062541018,0.0059647787,0.0056097588,0.0059630429,0.0057281975,0.0057652667,0.0057194772,0.0036809320,0.0036054574,0.0035534923,0.0036265938,0.0039912518,0.0040239933,0.0020622433,0.0020543727,0.0020795493,0.0019329079,0.0019569540,0.0019440836,0.0021972527,0.0022280164,0.0021944412,0.0021003597,0.0020683549,0.0021629108,0.0020729844,0.0020921770,0.0020216404,0.0019875718,0.0021224773,0.0021244098,0.0021195766,0.0021267503,0.0021193094,0.0031246853,0.0033270429,0.0032167643,0.0022197319,0.0021520456,0.0021775120,0.0020673845,0.0021580154,0.0021086271,0.0021745119,0.0022016324,0.0021730397,0.0021721675,0.0021254099,0.0021567670,0.0020526066,0.0019935373,0.0019449499,0.0022166621,0.0020464891,0.0020159172,0.0020004525,0.0019988783,0.0019986686,0.0019523547,0.0019517556,0.0019547635,0.0019536011,0.0020548128,0.0020664124,0.0020209636,0.0020735247,0.0020659471,0.0019757906,0.0019564924,0.0019202251,0.0019618988,0.0019110360,0.0019005480,0.0020972799,0.0019928689,0.0020163504,0.0019842114,0.0019314420,0.0019593979,0.0019002111,0.0021620788,0.0020308652,0.0020656972,0.0031361032,0.0032146598,0.0031164293,0.0032811059,0.0032963018,0.0029888798,0.0030945155,0.0032307982,0.0031828454,0.0031975863,0.0030725662,0.0031443096,0.0020977641,0.0020368652,0.0019786280,0.0002284801,0.0002841189,0.0018720584,0.0018231601,0.0019278647,0.0020068323,0.0019007601,0.0018585691,0.0020053264,0.0020335660,0.0019937845,0.0020774860,0.0019092257,0.0018413786,0.0018321123,0.0021398144,0.0021195345,0.0021520130,0.0018055478,0.0018448678,0.0018457475,0.0003117577,0.0007437580,0.0004136578,0.0003316216,0.0004322236,0.0003489344,0.0002233935,0.0003942914,0.0003311417,0.0003367150,,,,,,,,,,,,,,,,,,,,,
P002_WC07,0.0111975975,0.0110282728,0.0122608600,0.0093027009,0.0093857848,0.0100682394,0.0100770855,0.0090575075,0.0103354443,0.0097651415,0.0097674836,0.0062798013,0.0059784315,0.0056269901,0.0059491964,0.0057612221,0.0057864332,0.0057105247,0.0036609533,0.0036555761,0.0035869166,0.0036777686,0.0039861410,0.0040103748,0.0020661473,0.0020583216,0.0021531516,0.0019150262,0.0020290577,0.0019506241,0.0021849768,0.0022149831,0.0021815363,0.0020971954,0.0020589661,0.0021510688,0.0020630568,0.0020824045,0.0020179379,0.0019824512,0.0021749303,0.0021730476,0.0021769625,0.0021487426,0.0021708151,0.0031447104,0.0033445656,0.0032336683,0.0022249402,0.0022007673,0.0022271739,0.0021190119,0.0022099236,0.0021647048,0.0022317799,0.0021917837,0.0022312383,0.0022225227,0.0021761930,0.0022016560,0.0020739518,0.0020185257,0.0019353953,0.0022324173,0.0020461375,0.0020122335,0.0020058020,0.0019955440,0.0019980064,0.0019503020,0.0019483183,0.0019522368,0.0019502722,0.0020586147,0.0020743971,0.0020343046,0.0020711334,0.0020621674,0.0019839942,0.0019475899,0.0019186533,0.0019734184,0.0019185919,0.0019104794,0.0020832782,0.0019892931,0.0020157182,0.0019737924,0.0019195786,0.0019664499,0.0018994246,0.0021740116,0.0020341949,0.0020663124,0.0031499863,0.0032276666,0.0031306095,0.0033002740,0.0033202700,0.0030280822,0.0031100433,0.0033247196,0.0031893321,0.0032072518,0.0031020996,0.0032161856,0.0020847003,0.0020628095,0.0019660120,0.0002353086,0.0002904126,0.0018733507,0.0018402830,0.0019478517,0.0020132232,0.0019142460,0.0018488987,0.0020026455,0.0020275528,0.0019990018,0.0020754199,0.0019139675,0.0018433834,0.0018271654,0.0022033208,0.0021748281,0.0022120230,0.0018271664,0.0018663168,0.0018608168,0.0003106280,0.0007440481,0.0004382716,0.0003466292,0.0004399437,0.0003630361,0.0002303456,0.0004157719,0.0003530272,0.0003591523,0.0000157746,,,,,,,,,,,,,,,,,,,,
P002_WD07,0.0108938412,0.0109955432,0.0120907554,0.0092759753,0.0094173433,0.0099435440,0.0098056227,0.0090154319,0.0101579296,0.0095875572,0.0096603546,0.0061786065,0.0059188489,0.0056399779,0.0058337480,0.0056582961,0.0056432823,0.0056271483,0.0036244986,0.0035222317,0.0034881317,0.0035458422,0.0038856413,0.0039410171,0.0019650308,0.0019569114,0.0019904978,0.0019525894,0.0020640371,0.0019824900,0.0020958931,0.0021194279,0.0020829206,0.0020015438,0.0020503562,0.0020725755,0.0019824171,0.0020907842,0.0019958563,0.0019547041,0.0020976526,0.0021016339,0.0021035856,0.0021185284,0.0020955323,0.0031099091,0.0032534758,0.0030590861,0.0022499907,0.0021463404,0.0021617382,0.0020657512,0.0021362062,0.0020945325,0.0021440939,0.0021381782,0.0021441113,0.0021759415,0.0021271350,0.0021762057,0.0019374058,0.0019431462,0.0019550408,0.0020513162,0.0020311616,0.0020297075,0.0020233632,0.0020134219,0.0019888275,0.0019655981,0.0019648162,0.0019758789,0.0019482628,0.0020543641,0.0020677732,0.0020262626,0.0019753920,0.0020482244,0.0019767995,0.0019505212,0.0019235705,0.0019798624,0.0019131506,0.0019140102,0.0021037501,0.0019736570,0.0019601654,0.0019739062,0.0019470279,0.0019522214,0.0018754666,0.0021564574,0.0020406254,0.0020786816,0.0030960345,0.0032289960,0.0031257009,0.0031862907,0.0033088192,0.0030680147,0.0030790888,0.0033311458,0.0031589556,0.0031840212,0.0030920914,0.0031813230,0.0020526055,0.0019882212,0.0019544566,0.0002919811,0.0002844913,0.0019177148,0.0018471871,0.0019433774,0.0019895661,0.0018891165,0.0018905787,0.0019950704,0.0020445636,0.0020046568,0.0019386829,0.0019251918,0.0018614709,0.0018759223,0.0021367111,0.0021196264,0.0021737291,0.0018348760,0.0018589907,0.0018782521,0.0003695489,0.0007671891,0.0004469039,0.0002641610,0.0003088797,0.0003103213,0.0002938974,0.0003818535,0.0003896884,0.0003865324,0.0000813431,0.0000975562,,,,,,,,,,,,,,,,,,,
P002_WE07,0.0110500087,0.0110268127,0.0121603848,0.0092077001,0.0092996468,0.0099232257,0.0100340779,0.0089381823,0.0102423417,0.0096928080,0.0096217672,0.0062104944,0.0059219088,0.0056748298,0.0058207930,0.0056150913,0.0056690175,0.0056397770,0.0036107205,0.0035872927,0.0035255803,0.0036040241,0.0038786789,0.0039222750,0.0020273610,0.0020194262,0.0021002214,0.0018662314,0.0018526586,0.0018827380,0.0021159068,0.0021465499,0.0021040345,0.0020115728,0.0019699329,0.0020740888,0.0019795324,0.0020498676,0.0019310461,0.0019272601,0.0021351537,0.0021431997,0.0021318465,0.0021477071,0.0021249661,0.0030600167,0.0032708703,0.0030763800,0.0021685408,0.0021336935,0.0021592687,0.0020471871,0.0021324684,0.0020975751,0.0021961185,0.0021540938,0.0021945875,0.0021857823,0.0021381926,0.0021321976,0.0019700226,0.0019045251,0.0018825558,0.0021257009,0.0019411547,0.0019492941,0.0019666213,0.0019638650,0.0019498517,0.0018865489,0.0018848159,0.0018871403,0.0018700888,0.0019484453,0.0019617615,0.0019217038,0.0019894840,0.0019596407,0.0019000054,0.0018657729,0.0018220308,0.0018788308,0.0018294788,0.0018171236,0.0019923458,0.0019017542,0.0019568603,0.0018785038,0.0018263938,0.0018726625,0.0017698059,0.0021381790,0.0019858862,0.0020111153,0.0030610067,0.0031638345,0.0030730738,0.0032397252,0.0031711212,0.0029533656,0.0030543405,0.0032683061,0.0030329316,0.0031788915,0.0030348786,0.0031410834,0.0020770902,0.0020430583,0.0019506797,0.0002537733,0.0003096822,0.0018909113,0.0017595576,0.0018709643,0.0019524025,0.0018767964,0.0017948699,0.0019125865,0.0019414820,0.0019063204,0.0019792096,0.0018403908,0.0017798023,0.0017754015,0.0021122529,0.0021165655,0.0021193100,0.0018019193,0.0018236771,0.0018175421,0.0003050466,0.0007090565,0.0003818535,0.0003410878,0.0004686551,0.0003675639,0.0002486856,0.0003892712,0.0003249986,0.0003468188,0.0001194320,0.0001348463,0.0001884328,,,,,,,,,,,,,,,,,,
P002_WF07,0.0111189661,0.0111339332,0.0122545236,0.0093514404,0.0094419855,0.0100567277,0.0100812614,0.0090760058,0.0103791974,0.0097764424,0.0097646446,0.0063104358,0.0060013662,0.0057041111,0.0060165607,0.0057750280,0.0058005531,0.0057731895,0.0037316676,0.0036492088,0.0035966648,0.0036701909,0.0040078506,0.0040682987,0.0021107179,0.0021028720,0.0021280229,0.0019431143,0.0020405861,0.0019714211,0.0022449611,0.0022759827,0.0022432042,0.0021177016,0.0020875872,0.0021795635,0.0020759637,0.0021427445,0.0020386899,0.0020262499,0.0021805205,0.0021853962,0.0021757859,0.0021888189,0.0021762132,0.0031696892,0.0033641149,0.0031585307,0.0022443707,0.0021766789,0.0021863745,0.0020927379,0.0021833623,0.0021241734,0.0022305963,0.0022517502,0.0022290732,0.0022282338,0.0021817868,0.0021735287,0.0020948596,0.0020255100,0.0019479965,0.0022518320,0.0020461452,0.0020330808,0.0020501952,0.0020477826,0.0020498920,0.0019702712,0.0019691275,0.0019730827,0.0019709836,0.0020875688,0.0021000120,0.0020628887,0.0021032911,0.0020978381,0.0019702879,0.0019505991,0.0019385677,0.0019607370,0.0019240283,0.0019243032,0.0020984448,0.0020022361,0.0019869798,0.0020013951,0.0019485036,0.0019580143,0.0018954491,0.0021825433,0.0020789770,0.0020834637,0.0031676710,0.0032282809,0.0031588360,0.0032923683,0.0033559702,0.0030234974,0.0030843320,0.0033940176,0.0032433099,0.0032310174,0.0031462323,0.0032530764,0.0021432835,0.0020799287,0.0020353914,0.0002512725,0.0003383957,0.0019436134,0.0018479771,0.0019700870,0.0020566224,0.0019411165,0.0018661297,0.0020323009,0.0020370380,0.0020209182,0.0021125583,0.0019179088,0.0018590436,0.0018461995,0.0021569376,0.0021206419,0.0021446151,0.0018470638,0.0018693803,0.0018802160,0.0003431908,0.0007533472,0.0004294993,0.0003628388,0.0004651769,0.0003952574,0.0002464671,0.0004246491,0.0003538446,0.0003596042,0.0000551932,0.0000786165,0.0001216681,0.0001511042,,,,,,,,,,,,,,,,,
P002_WG07,0.0109064218,0.0110153707,0.0120473438,0.0091421973,0.0092564557,0.0098566769,0.0098800038,0.0089972582,0.0101857369,0.0095748407,0.0097092985,0.0061921650,0.0059139827,0.0056798005,0.0058600415,0.0056443187,0.0057154733,0.0056351924,0.0036404922,0.0035495905,0.0034891429,0.0035734559,0.0039179492,0.0038937668,0.0020926598,0.0020847337,0.0021497127,0.0019319975,0.0020453809,0.0019551902,0.0022117266,0.0022437192,0.0022105108,0.0021002227,0.0020807377,0.0021616619,0.0020572199,0.0021238021,0.0020091277,0.0020045025,0.0021527706,0.0021415370,0.0021573986,0.0021499991,0.0021510883,0.0031276127,0.0033292371,0.0032063257,0.0022029885,0.0021423222,0.0021679472,0.0020651536,0.0021583024,0.0020926624,0.0022057430,0.0021874606,0.0022042216,0.0022113513,0.0021644250,0.0021558386,0.0020188089,0.0019734704,0.0019359325,0.0021940723,0.0020381724,0.0020140297,0.0020310787,0.0020288897,0.0020389400,0.0019589475,0.0019572402,0.0019527050,0.0019570548,0.0020533742,0.0020732846,0.0020396859,0.0020947370,0.0020723361,0.0019806561,0.0019553764,0.0019242137,0.0019271637,0.0019152927,0.0018974443,0.0020630530,0.0019827728,0.0020069976,0.0019755234,0.0019288276,0.0019593595,0.0018990638,0.0021986003,0.0020327178,0.0019920089,0.0031232867,0.0032035052,0.0031187690,0.0032716674,0.0032849599,0.0030268449,0.0030993056,0.0032661334,0.0031974557,0.0032059825,0.0031245024,0.0032000279,0.0021298251,0.0020984015,0.0020431036,0.0002774323,0.0003413085,0.0019157711,0.0018184104,0.0019808329,0.0020450336,0.0019614329,0.0018586434,0.0020026049,0.0020260775,0.0020114989,0.0020493522,0.0019214515,0.0018528487,0.0018180205,0.0021558189,0.0021107879,0.0021344218,0.0018337051,0.0018729045,0.0018665526,0.0003456806,0.0006997276,0.0004324418,0.0003822378,0.0004927229,0.0004075225,0.0002646287,0.0004371171,0.0003730201,0.0003712336,0.0000717449,0.0000793727,0.0001472587,0.0001444951,0.0000397452,,,,,,,,,,,,,,,,
P002_WH07,0.0111806023,0.0110275611,0.0122196731,0.0092725330,0.0093502298,0.0099719963,0.0100388005,0.0089757178,0.0102453011,0.0096596046,0.0096390951,0.0062576533,0.0059572624,0.0056962305,0.0058822985,0.0056961054,0.0057585262,0.0057110752,0.0036128118,0.0035973686,0.0035586297,0.0036139324,0.0038584873,0.0039146715,0.0021269729,0.0021190498,0.0021992199,0.0019671256,0.0020354148,0.0019990274,0.0022154611,0.0022457057,0.0022129068,0.0021565532,0.0020935837,0.0021894715,0.0020628749,0.0021655802,0.0020306593,0.0020773912,0.0022358720,0.0022415664,0.0022248316,0.0021872651,0.0022255540,0.0031237890,0.0033199542,0.0031567480,0.0022966970,0.0022558094,0.0022802567,0.0021481664,0.0022241413,0.0021970174,0.0022628557,0.0021986451,0.0022625514,0.0022383490,0.0021907665,0.0021836789,0.0021106183,0.0020506279,0.0019690404,0.0022697836,0.0020790881,0.0020254050,0.0020351999,0.0020403234,0.0020429974,0.0019866343,0.0019847650,0.0019885156,0.0019866979,0.0020955660,0.0021082029,0.0020711014,0.0021520072,0.0020898826,0.0019996648,0.0019502689,0.0019589572,0.0020009546,0.0019492176,0.0019584462,0.0021028465,0.0019933680,0.0020076422,0.0019700517,0.0019254450,0.0019330049,0.0018760252,0.0022168924,0.0020593268,0.0021048663,0.0031176160,0.0032143378,0.0031331945,0.0032814859,0.0033226437,0.0030646126,0.0031008390,0.0033860669,0.0032045630,0.0032456310,0.0031305251,0.0032149162,0.0021281605,0.0021061099,0.0020592331,0.0002293490,0.0002856176,0.0019221354,0.0018392386,0.0019628032,0.0020483381,0.0019485884,0.0018875153,0.0020067384,0.0020460835,0.0019933060,0.0020863443,0.0019566881,0.0018915146,0.0018926752,0.0022135644,0.0021390856,0.0022772032,0.0018857725,0.0018998350,0.0018871777,0.0003455154,0.0007904953,0.0004725439,0.0003561669,0.0004504326,0.0003587863,0.0002154048,0.0004199704,0.0003560928,0.0003537329,0.0002865510,0.0002930356,0.0003508215,0.0002878019,0.0002933549,0.0003285381,,,,,,,,,,,,,,,
P002_WA08,0.0111223465,0.0110181297,0.0122056689,0.0093554931,0.0093403034,0.0100078454,0.0100748167,0.0090154244,0.0103030514,0.0097975183,0.0096341719,0.0063328387,0.0060421109,0.0056797289,0.0059459278,0.0057124443,0.0057003137,0.0057005679,0.0036718467,0.0036427408,0.0036263467,0.0036660265,0.0039434114,0.0039722211,0.0021200752,0.0021121779,0.0021923956,0.0019360524,0.0019430952,0.0019998674,0.0022228880,0.0022545236,0.0022257743,0.0021893209,0.0021259385,0.0022133799,0.0020926154,0.0021662707,0.0020551976,0.0020386424,0.0022282241,0.0021836056,0.0022254731,0.0022309312,0.0022173195,0.0031500950,0.0033439909,0.0032302547,0.0022710970,0.0022819060,0.0023072676,0.0021662368,0.0022580140,0.0022116518,0.0022572316,0.0022210855,0.0022556829,0.0022151480,0.0021686992,0.0021932899,0.0020862560,0.0020784294,0.0019952458,0.0022587532,0.0021011663,0.0020189760,0.0019651601,0.0020019251,0.0019636137,0.0020037089,0.0020020665,0.0020044448,0.0019961125,0.0021125893,0.0021282248,0.0020473451,0.0021216491,0.0021234440,0.0020422077,0.0019835378,0.0019770052,0.0020314063,0.0019427007,0.0019357361,0.0021129706,0.0020190024,0.0020536923,0.0020033007,0.0019518029,0.0019835976,0.0019260779,0.0021478520,0.0020327485,0.0021105894,0.0031530007,0.0032333315,0.0031137924,0.0032855212,0.0033264124,0.0030050360,0.0031504027,0.0032838741,0.0031541537,0.0032019234,0.0031001469,0.0031587344,0.0021029507,0.0020895552,0.0020146439,0.0002288252,0.0002844454,0.0018845742,0.0018108238,0.0019843178,0.0020345981,0.0019547726,0.0018877284,0.0020305241,0.0020211534,0.0020418954,0.0020005557,0.0019511308,0.0019013461,0.0018666997,0.0022196806,0.0021877425,0.0022973465,0.0018789534,0.0019272641,0.0019202071,0.0003757676,0.0008166029,0.0004733806,0.0003563299,0.0004492320,0.0003501545,0.0002155312,0.0004582589,0.0003949254,0.0003854269,0.0002457881,0.0002922176,0.0003509633,0.0003110342,0.0003484424,0.0003510022,0.0001115821,,,,,,,,,,,,,,
P002_WB08,0.0112786300,0.0110780606,0.0122639997,0.0093688476,0.0093549417,0.0100495807,0.0100396236,0.0090059334,0.0103286895,0.0098141093,0.0097325338,0.0063328946,0.0060144726,0.0056510263,0.0059322346,0.0057128205,0.0057865215,0.0057628559,0.0036944487,0.0036404731,0.0036436968,0.0036638892,0.0040013730,0.0040058200,0.0020804025,0.0020725064,0.0021525527,0.0018731215,0.0019385927,0.0018988835,0.0021448480,0.0021750167,0.0021409302,0.0021033013,0.0020417893,0.0021340015,0.0020359516,0.0021111601,0.0019608149,0.0019853620,0.0021824580,0.0021762463,0.0021777665,0.0021734397,0.0021778868,0.0031018680,0.0033033325,0.0032011385,0.0021961198,0.0022014946,0.0022271328,0.0021019313,0.0021859806,0.0020953148,0.0022474255,0.0022152666,0.0022469649,0.0022067552,0.0021601094,0.0021609771,0.0020333391,0.0019841012,0.0019081364,0.0021913801,0.0020429966,0.0019395889,0.0019568533,0.0019544323,0.0019561090,0.0018924038,0.0018911811,0.0018935465,0.0018919868,0.0020175424,0.0020329714,0.0020225790,0.0020999684,0.0020193584,0.0019471142,0.0019057395,0.0018829759,0.0019178811,0.0018657396,0.0019077882,0.0020274987,0.0019082806,0.0019486027,0.0019085887,0.0018932692,0.0018833950,0.0018741422,0.0021662496,0.0020617163,0.0020137510,0.0031007600,0.0031541654,0.0030961744,0.0032712902,0.0033215455,0.0029748010,0.0030821575,0.0033674916,0.0031646217,0.0031943825,0.0030790004,0.0032186596,0.0020710987,0.0020829177,0.0020446187,0.0002762051,0.0003318448,0.0018405491,0.0018089075,0.0019291884,0.0019856592,0.0019082606,0.0018166474,0.0019368075,0.0019795710,0.0019621078,0.0019665867,0.0018796654,0.0018290552,0.0017923659,0.0021910212,0.0021706425,0.0022115415,0.0018081354,0.0018479785,0.0018643236,0.0003443150,0.0007557377,0.0004561641,0.0003233737,0.0004752219,0.0003974692,0.0002712534,0.0004267531,0.0003629878,0.0003692683,0.0001903671,0.0002052834,0.0002689253,0.0001836575,0.0002213758,0.0002317157,0.0003023176,0.0003335710,,,,,,,,,,,,,
P002_WC08,0.0110592833,0.0109131762,0.0121656607,0.0093279251,0.0093852698,0.0100175770,0.0098718151,0.0090212887,0.0101889856,0.0096873237,0.0094465489,0.0063186392,0.0060319578,0.0057225551,0.0059067131,0.0056613329,0.0057301513,0.0056442963,0.0037819190,0.0037346614,0.0037131365,0.0037604222,0.0040135782,0.0040667217,0.0021337126,0.0021256443,0.0022160639,0.0020102312,0.0020988672,0.0020320981,0.0021914692,0.0021903752,0.0021963174,0.0021168665,0.0022330898,0.0021870354,0.0020093696,0.0023095794,0.0021495947,0.0021512810,0.0022674762,0.0022171120,0.0022645892,0.0022448628,0.0022651551,0.0032413289,0.0033004201,0.0033106978,0.0022156860,0.0022901923,0.0023168859,0.0021872081,0.0022647680,0.0022257422,0.0023534000,0.0022797369,0.0023521299,0.0023350889,0.0022874528,0.0022974852,0.0020120862,0.0021074282,0.0020640356,0.0021258069,0.0021299263,0.0021267122,0.0021036393,0.0021417528,0.0021014229,0.0020704256,0.0020690089,0.0020799144,0.0020710604,0.0022309854,0.0022512965,0.0021577133,0.0021084614,0.0022497034,0.0021454780,0.0021092376,0.0020528078,0.0020765292,0.0020204577,0.0020027654,0.0020983354,0.0021110718,0.0019821521,0.0020953715,0.0020351223,0.0020782516,0.0020294364,0.0022473824,0.0021142062,0.0021585598,0.0032509944,0.0033374135,0.0031295250,0.0032625736,0.0034422442,0.0030752029,0.0030901414,0.0034541367,0.0033032055,0.0032695347,0.0032313985,0.0032865370,0.0020822794,0.0022736709,0.0020188576,0.0004434246,0.0003553868,0.0019721658,0.0019187577,0.0020987569,0.0022208356,0.0020088014,0.0019658482,0.0021489365,0.0021352994,0.0021373901,0.0020853035,0.0020257394,0.0019215815,0.0019205746,0.0021711468,0.0022090339,0.0023111495,0.0019744686,0.0020089465,0.0020265365,0.0005153676,0.0008889794,0.0005664650,0.0003472436,0.0004491562,0.0004223643,0.0004164314,0.0004441360,0.0005243976,0.0004510340,0.0003080797,0.0003631336,0.0003412188,0.0003426409,0.0003800162,0.0003919822,0.0004143151,0.0004136653,0.0002429809,,,,,,,,,,,,
