,P1_Phycella_cyrtanthoides_P001_WA1,P1_Phycella_cyrtanthoides_P001_WB1,P1_Phycella_cyrtanthoides_P001_WC1,P2_Phycella_cyrtanthoides_P001_WD1,P2_Phycella_cyrtanthoides_P001_WE1,P2_Phycella_cyrtanthoides_P001_WF1,P3_Phycella_cyrtanthoides_P001_WG1,P3_Phycella_cyrtanthoides_P001_WH1,P3_Phycella_cyrtanthoides_P001_WA2,P4_Phycella_cyrtanthoides_P001_WB2,P4_Phycella_cyrtanthoides_P001_WC2,P4_Phycella_cyrtanthoides_P001_WD2,P5_Phycella_cyrtanthoides_P001_WG2,P5_Phycella_cyrtanthoides_P001_WH2,P6_Phycella_scarlatina_P001_WA3,P6_Phycella_scarlatina_P001_WB3,P6_Phycella_scarlatina_P001_WC3,P7_Phycella_cyrtanthoides_P001_WF3,P7_Phycella_cyrtanthoides_P001_WG3,P7_Phycella_cyrtanthoides_P001_WH3,P8_Phycella_amoena_P001_WA4,P8_Phycella_amoena_P001_WB4,P8_Phycella_amoena_P001_WC4,P9_Phycella_amoena_P001_WD4,P9_Phycella_amoena_P001_WE4,P9_Phycella_amoena_P001_WF4,P10_Phycella_amoena_P001_WG4,P10_Phycella_amoena_P001_WH4,P10_Phycella_amoena_P001_WA5,P11_Phycella_ornata_P001_WB5,P11_Phycella_ornata_P001_WC5,P11_Phycella_ornata_P001_WD5,P12_Phycella_ornata_P001_WE5,P12_Phycella_ornata_P001_WF5,P12_Phycella_ornata_P001_WG5,P13_Phycella_lutea_P001_WH5,P13_Phycella_lutea_P001_WA6,P14_Phycella_ornata_P001_WB6,P14_Phycella_ornata_P001_WC6,P14_Phycella_ornata_P001_WD6,P14_Phycella_ornata_P001_WE6,P15_Phycella_angustifolia_P001_WF6,P15_Phycella_angustifolia_P001_WG6,P15_Phycella_angustifolia_P001_WH6,P15_Phycella_angustifolia_P001_WA7,P17_Phycella_arzae_P001_WE7,P17_Phycella_arzae_P001_WF7,P17_Phycella_arzae_P001_WG7,P18_Phycella_davidii_P001_WH7,P18_Phycella_davidii_P001_WA8,P18_Phycella_davidii_P001_WB8,P18_Phycella_davidii_P001_WC8,P19_Phycella_arzae_P001_WE8,P19_Phycella_arzae_P001_WF8,P19_Phycella_arzae_P001_WG8,P20_Phycella_quilapilun_P001_WH8,P20_Phycella_quilapilun_P001_WA9,P20_Phycella_quilapilun_P001_WB9,P20_Phycella_quilapilun_P001_WC9,P21_Phycella_cyrtanthoides_P002_WA01,P21_Phycella_cyrtanthoides_P002_WB01,P22_Phycella_cyrtanthoides_P002_WD01,P23_Phycella_cyrtanthoides_P002_WF01,P23_Phycella_cyrtanthoides_P002_WG01,P24_Phycella_cyrtanthoides_P002_WH01,P24_Phycella_cyrtanthoides_P002_WA02,P25_Phycella_cyrtanthoides_P002_WC02,P25_Phycella_cyrtanthoides_P002_WD02,P26_Phycella_cyrtanthoides_P002_WE02,P26_Phycella_cyrtanthoides_P002_WF02,P27_Phycella_cyrtanthoides_P002_WH02,P27_Phycella_cyrtanthoides_P002_WA03,P28_Phycella_chilensis_P002_WC03,P30_Phycella_cyrtanthoides_P002_WG03,P30_Phycella_cyrtanthoides_P002_WH03,P30_Phycella_cyrtanthoides_P002_WA04,P31_Phycella_angustifolia_P002_WB04,P31_Phycella_angustifolia_P002_WC04,P32_Phycella_arzae_P002_WE04,P33_Phycella_ornata_P002_WG04,P33_Phycella_ornata_P002_WH04,P33_Phycella_ornata_P002_WA05,P34_Phycella_scarlatina_P002_WB05,P34_Phycella_scarlatina_P002_WC05,P35_Phycella_lutea_P002_WE05,P35_Phycella_lutea_P002_WF05,P36_Phycella_australis_P002_WH05,P36_Phycella_australis_P002_WA06,P36_Phycella_australis_P002_WB06,P38_Phycella_chilensis_P002_WE06,P38_Phycella_chilensis_P002_WF06,P39_Phycella_australis_P002_WG06,P39_Phycella_australis_P002_WH06,P40_Phycella_australis_P002_WB07,P40_Phycella_australis_P002_WC07,P41_Phycella_chilensis_P002_WE07,P41_Phycella_chilensis_P002_WF07,P41_Phycella_chilensis_P002_WG07,P43_Phycella_chilensis_P002_WB08,P43_Phycella_chilensis_P002_WC08,P43_Phycella_chilensis_P002_WD08,P45_Phycella_fulgens_P002_WG08,P45_Phycella_fulgens_P002_WH08,P46_Phycella_maulensis_P002_WB09,P46_Phycella_maulensis_P002_WC09,P46_Phycella_maulensis_P002_WD09
P8_Phycella_amoena_P001_WC4,0.7087174108767885,0.6478987556661464,0.6346298309520463,0.993829894825002,0.9,0.8322038656794214,0.7346361989737475,0.6577771538667452,0.8356315666729233,0.8050187880770199,0.7493322494145487,0.6115674580731694,0.6886291066087511,0.7849232795297602,0.8129501504028909,0.7526307860690558,0.8037778701136604,0.6861837633245762,0.7709272272078098,0.7840785917954511,0.12031229762249959,0.06829726470658509,0.0,0.20584111107221642,0.08985776747995923,0.19783351141659491,0.20712329822484482,0.1397026324636927,0.16481358633390036,0.4110162845282896,0.330634479764849,0.35725529179062077,0.3963948846273689,0.3329835843966395,0.34351086502318234,0.3191163407434302,0.24902273048410026,0.5268728271266762,0.3503586939429362,0.50730955195847,0.5430668616697063,0.876986718607826,0.8735061736399272,0.9150398300886042,0.9150398300886042,0.5177965060483242,0.5678069210862667,0.5108251069314147,0.442767625537971,0.42413537950821917,0.4060790973698808,0.3493663931088936,0.4494554454167061,0.41408863779177185,0.48880835344858087,0.4421072341017048,0.3354411355277439,0.3621922704862064,0.45615355171668287,0.7129955983913298,0.6250344612303997,0.8710642981700356,0.8752097080598821,0.8179652916363511,0.809312098071373,0.8123681146145068,0.7890165747123008,0.6667395768153097,0.7503016099660222,0.7746781855791296,0.7630239886625412,0.7695225714339038,0.5895071772854796,0.7790470228501817,0.8204563025726901,0.7988525835589122,0.8168060644749947,0.8896998566121623,0.4813482377368481,0.40469617414355047,0.44656797969730455,0.516185516018659,0.8024730762543046,0.8053432917385532,0.3403932331926589,0.4265321935468634,0.7874209025312213,0.7396586277705565,0.7858377757317023,0.8170925532631392,0.5975380453194736,0.7796514045750453,0.7237657963267279,0.7225689068481196,0.9051258843622638,0.7531255285801945,0.6954231562308615,0.6864202958793602,0.7269512467336157,0.6265832879429405,0.5874930992726977,0.7755582302925056,0.7691752536685117,0.5902064876527637,0.6436571046468731,0.6448156055878512
P9_Phycella_amoena_P001_WD4,0.6547527619196905,0.6748025465804958,0.6754852690545117,0.8999081622334983,0.9088249152804608,0.8387639806663946,0.6933480299233993,0.7059961598814881,0.7708912375313843,0.7397278286007676,0.6822559559276451,0.6609496249168514,0.7268007394292049,0.7271989168036675,0.7510540211038356,0.7909040197416464,0.7593556586650853,0.6504030486081429,0.6925321843213076,0.6969471686717533,0.20963649636972453,0.16827348704986886,0.20584111107221642,0.0,0.1510707416981758,0.04649239001640427,0.05296608350667279,0.16132993108034188,0.1663013984224012,0.23239351537696412,0.2330211974409634,0.3165612144643908,0.3271833659558805,0.2372519230515244,0.3085736593504524,0.3310841862620362,0.3220503863344022,0.42726947298196105,0.3834744775227341,0.423113954724779,0.45045447678674333,0.8147026550116621,0.8112506298566301,0.8382069107009021,0.8382069107009021,0.45041520294331416,0.46915939044862426,0.3553226057103776,0.46043504908588495,0.46268696181505886,0.4622077556814077,0.472371928076637,0.3890637174690549,0.32752028300764235,0.3166072616608111,0.38947481512927046,0.4633093171225945,0.43472784601499886,0.3975023405497546,0.5933009536070148,0.6888859350685526,0.7889529170099658,0.808639105351521,0.754281817706892,0.8319943714829792,0.8390806037229803,0.7252883785411143,0.7165873209008908,0.7963753279709076,0.7995037122689964,0.7007784797722013,0.7033169071932045,0.5195500291359817,0.8133417910784917,0.8259503612725583,0.819230777471224,0.75318825733215,0.8157882499643331,0.41109765840430407,0.4165014489438233,0.39906018204363075,0.41568641879285345,0.7527761944125053,0.7658126652813062,0.4147315138583688,0.4310293539375471,0.6195399620119814,0.7673180386015096,0.7167429813391286,0.7282732119170285,0.5822779285675724,0.7042680395996009,0.6695583851959623,0.760420732276321,0.819110699989311,0.6694167817188328,0.6236887756502245,0.5993420129258664,0.640483716896673,0.555833330060618,0.517143462750288,0.6647823831626063,0.6625268753922351,0.626594128666075,0.658027568621275,0.6297635081492179
P9_Phycella_amoena_P001_WE4,0.6970165884483285,0.6318915726123305,0.6262358171523269,0.9532328133262015,0.8536020196001497,0.7836481285087895,0.7328185798050002,0.658626120991414,0.8146069682761552,0.7927994030943737,0.7203537681143368,0.5983862834295708,0.6705387839900163,0.7755015472549817,0.7786781066770813,0.7282718697007804,0.7918067077059507,0.6848629803133385,0.7236446386939264,0.7346317561136084,0.18379157283591158,0.045464121569542514,0.08985776747995923,0.1510707416981758,0.0,0.15823704968087238,0.137533081267643,0.14363708133323544,0.1806438347865649,0.34186218620370296,0.28825855131915396,0.3131265732495918,0.31741982087743587,0.3151439646189182,0.29840253385269555,0.27408420515904364,0.23683543582029198,0.4723582554390724,0.2948995302768352,0.4336480247776321,0.4955440506286312,0.8521884703187244,0.850666224724643,0.8706069200669173,0.8706069200669173,0.46159152976436413,0.5005992896602034,0.45877323796263303,0.4373483189471606,0.4286188845388234,0.4147187061032239,0.3586802794081956,0.4182547149471565,0.3946064900587387,0.41738374806014783,0.3781645254221381,0.3412291937542807,0.31804810719357346,0.39033438641992796,0.7078553959724154,0.6331956568525531,0.8418432996438924,0.8622572725257712,0.794649715717608,0.7819870448772319,0.779765270661172,0.7665070582411899,0.6462062061000835,0.7367467502208804,0.7447832760240762,0.7427953508789203,0.7522161672227288,0.5508033246433905,0.7482112258041569,0.7727543166037548,0.765887758440277,0.7893386798909473,0.853469522337883,0.4217568173064058,0.3846565926294351,0.38623918070070495,0.4467373529981161,0.7757794059998272,0.786241662085003,0.3334066606504038,0.41570800944796066,0.7656728303007836,0.7146478969178369,0.764040595038441,0.765001702326894,0.5384533538082787,0.7465484270565679,0.7013987316804795,0.6954372024357018,0.8548918096667113,0.7020407112782623,0.6540967501997574,0.6455287815161213,0.6739355717880785,0.5805062396210527,0.5555956384159452,0.7138428929872828,0.7066182978374713,0.6131067722644474,0.6533360331823557,0.6494701762726158
P9_Phycella_amoena_P001_WF4,0.6606418709936619,0.6724806299024157,0.6664375799186395,0.907972824320655,0.9211666840852533,0.8511932310174188,0.694762105671798,0.7061077585833393,0.7699899364617193,0.7447551349789296,0.6748113163056526,0.6641094074681401,0.7274015192607919,0.7327780153594572,0.7584853054058999,0.7925068957065118,0.7562037634631105,0.6395650712207231,0.7100473018625397,0.7196656168703158,0.1971890400047495,0.15712857452466894,0.19783351141659491,0.04649239001640427,0.15823704968087238,0.0,0.052588475683218915,0.1570828579691746,0.15370019771800603,0.2448172062503381,0.22840144113765903,0.31249885023286605,0.3331312421368928,0.2481213279528814,0.2918779417290113,0.35296384137771963,0.33908054682814404,0.4196669218994209,0.37510131091176985,0.4217200549653774,0.43396660697940964,0.8162023625281125,0.8104171348855951,0.8497453841350012,0.8497453841350012,0.4307622312260704,0.4758672676858994,0.33388390868488316,0.43603240908700946,0.4367280485678392,0.4508725812612841,0.44509847016592036,0.3713748929044404,0.3158200783297968,0.32494627435068935,0.4050818062320546,0.44311727909747556,0.4205846873824497,0.4108536163409756,0.5929534518304522,0.6853879904392535,0.8011066308707246,0.8114426580740072,0.7584259912158522,0.8396678349426894,0.845405374183716,0.7263541876161979,0.722811479001474,0.7945958095955976,0.8081569302413896,0.7112193657695506,0.714364458506765,0.5166460488624497,0.8204099399005418,0.8368761958371337,0.8305876485591304,0.7678293209535461,0.8268849575828405,0.4110542765550208,0.40955736590068254,0.4163907794129501,0.4242001870078289,0.7501364005680111,0.767290739679684,0.40200308575323834,0.4158723596153816,0.6222120870999579,0.767539309330081,0.7225705383978854,0.7193415170668149,0.5945442695333665,0.6987216778630383,0.6742051695610782,0.7531722721087781,0.8292354511450475,0.6576948447986508,0.6049141071463735,0.5872109015519281,0.6305866899214783,0.5551957874072446,0.5126840881096046,0.6686313042049981,0.6610005431888902,0.6286482118152722,0.6630974179157326,0.6372166658874571
P10_Phycella_amoena_P001_WG4,0.6937019626556445,0.7062992698938935,0.7019433054483027,0.9266023910723882,0.9335885080883299,0.8627834984037832,0.7303915011664074,0.7411537185215716,0.8016966376726664,0.77700318928181,0.7033277644980972,0.6969627357720165,0.7563951656570292,0.7638512529023251,0.7764536451874504,0.8193412088771492,0.7894670826621895,0.6699737709022667,0.7013195532992876,0.7101935108660676,0.20746956453728696,0.15359118354160617,0.20712329822484482,0.05296608350667279,0.137533081267643,0.052588475683218915,0.0,0.16583446171296212,0.18445230130502782,0.20876367497355053,0.23034259750066588,0.32339613564355085,0.29384510195369007,0.2577694072486167,0.29057648815950854,0.33656695272936427,0.3409403812008303,0.428130470731993,0.3688316880529496,0.3957585544219649,0.45076819469723906,0.8432485557184953,0.8402270187143226,0.8568829394807588,0.8568829394807588,0.4290478058849203,0.469630352092029,0.338438739324609,0.4349217916664806,0.44433322179653295,0.447619091419289,0.4525555394707892,0.4027800431870822,0.314716148598152,0.3053716307197445,0.3764734841856217,0.43732296590391395,0.4101974540904383,0.3838400314087871,0.6250447610908121,0.7238846972647666,0.8240541605708969,0.8462963211329195,0.7842943668383691,0.8650708345107534,0.8656708283569288,0.7520960342864391,0.7442133743011266,0.8285689300433295,0.8305644616295167,0.7373370457806646,0.7444665961913418,0.5239999779303903,0.8415760962213327,0.8496927816153441,0.8514550420206943,0.7809694259088336,0.8458976733894338,0.37052559664360285,0.4126134433960451,0.38933811786823463,0.4001015100972056,0.7686408748604978,0.7854889540743919,0.42557322996577984,0.43375310987105614,0.6483835821967303,0.7975449074544413,0.7529217050420824,0.7279198258850229,0.5939802506594273,0.7238068982642538,0.6956507816102928,0.7753053869498232,0.8367806184364519,0.6640415277201034,0.6186880116921718,0.6087257961879167,0.6386565419824319,0.5573220855847852,0.5363997583523152,0.6690608045277244,0.6569709229985559,0.643454206572132,0.6788512243687073,0.6622965071843853
P10_Phycella_amoena_P001_WH4,0.6913645480299471,0.711009944153637,0.7053037899834823,0.9666739958509188,0.9779343535202181,0.9086364822619861,0.7197326034135731,0.7370009290920354,0.8203341440902763,0.7824819437002315,0.631974488908976,0.6985222389577467,0.7721793620417896,0.7653157557299154,0.8045749754933638,0.843617263896022,0.802884135996117,0.555391778071535,0.7297755886796242,0.641527981209647,0.14248412806383054,0.1384696884927083,0.1397026324636927,0.16132993108034188,0.14363708133323544,0.1570828579691746,0.16583446171296212,0.0,0.13313702946372186,0.3555430343450021,0.30859459346811524,0.3381637391239011,0.36446214785435005,0.32964973789433694,0.3022715232713614,0.36082241458427805,0.29945526737342626,0.48090636467906667,0.39857230049962633,0.4681852531842194,0.4987357257276238,0.8672225509389375,0.762435811469877,0.8949785376826063,0.8949785376826063,0.48859878238230736,0.5355430688793372,0.47933982961786253,0.3483491196311456,0.42834563049495356,0.4260069841099443,0.4405817642248699,0.3289149674147506,0.3696581359670476,0.4559931816096968,0.4050638561852417,0.415897615219468,0.4270243578221179,0.42759465117452533,0.7052422524663868,0.7119794967231297,0.8478359284001696,0.8588669518810979,0.7076698140941284,0.8920927689646443,0.8998199842663408,0.7687844129517668,0.7654028744800321,0.8419249084663413,0.8592802244005688,0.747376501747927,0.7531514413637823,0.5689886445882684,0.8696907980096558,0.8942668523043563,0.8817188657714004,0.802110783603233,0.8703760324664982,0.44132930791802105,0.38870939360636036,0.4050424812234009,0.4609545520316706,0.7969445866090223,0.8066016744281788,0.39504625162111445,0.4218268315611127,0.7680304951630235,0.8222891484306659,0.7701338927163959,0.7851412749632847,0.6517022016452836,0.7582774087255447,0.6121113650655776,0.8080872756394797,0.7866278665593511,0.718402160866442,0.669403827112572,0.6532259357135765,0.6980544581871452,0.6078600486116261,0.5520267415652825,0.7312175511289085,0.7186592559851636,0.6085447804565159,0.6612993755838961,0.5455311408833214
P10_Phycella_amoena_P001_WA5,0.665817094996995,0.6904587710503141,0.6823430761292604,0.8441611120302508,0.9621224875400802,0.894488420391313,0.6906682526415926,0.7111932357182217,0.7119753627628316,0.7506015035420814,0.7139034117180815,0.6780881115192747,0.7493947099194418,0.6523126101018907,0.7949814687200495,0.8238656339387744,0.7801889868597143,0.6408069105223421,0.6373887138003865,0.7441855013507004,0.08024417292727276,0.16997392392227387,0.16481358633390036,0.1663013984224012,0.1806438347865649,0.15370019771800603,0.18445230130502782,0.13313702946372186,0.0,0.3740888004227833,0.3323940284436795,0.2653643268413902,0.30271826769090143,0.3404298579275546,0.23824743074604907,0.3681937257365754,0.3180760365643733,0.3879627265905695,0.41736623664483685,0.4807005360424003,0.40059617764806166,0.8476470694494602,0.8409596006415931,0.8919472969976797,0.8919472969976797,0.4092717578737023,0.4528742799989214,0.4806256179526493,0.45144194321748965,0.44868082663930936,0.45517810032159534,0.45730050954654666,0.40576569133533924,0.39885835336602876,0.4672612724308052,0.345508599567135,0.44684328555445263,0.45352931665271223,0.36335588495473514,0.6852536500992368,0.6892196970364098,0.822515674455241,0.7255275518332338,0.7875817210799687,0.867119173191872,0.881979981495445,0.653534114490609,0.7491169604543596,0.8169548756307161,0.8382928408013258,0.6295830943442868,0.6427546696310834,0.5626719061217246,0.854253655432377,0.8793613831842888,0.8611442859928895,0.794171709324702,0.8598711292521783,0.37465382718569495,0.414451543947572,0.4309062540889847,0.4723609018609605,0.7881408997966378,0.7986074532981542,0.4026288883847867,0.43244948033348884,0.7452979489842135,0.7966323944200876,0.6450803671599581,0.7735477573711742,0.6466592724759682,0.7397979052396282,0.6995696814128873,0.7918773063073463,0.877706611413766,0.712460264633604,0.6567537148844026,0.6333073732620547,0.6881560218535239,0.6090068790366439,0.538447672125315,0.7160444844806118,0.7120743160230221,0.6211330832434677,0.6664814171384275,0.6371469337905203
P11_Phycella_ornata_P001_WB5,0.6944791671555681,0.7056293928036135,0.7165094487144874,0.9094281868285752,0.9208098217360049,0.8504328729863169,0.7307731206478655,0.7496348158796277,0.7979642066026398,0.7698297687384137,0.7092359044695767,0.7062769757056948,0.7554667263296104,0.7574689136178141,0.7828292705443133,0.8233817009354929,0.7944240351162979,0.6699918081253134,0.6867605566298716,0.6852427265292906,0.42152697694607044,0.37091013997291605,0.4110162845282896,0.23239351537696412,0.34186218620370296,0.2448172062503381,0.20876367497355053,0.3555430343450021,0.3740888004227833,0.0,0.09796304088738822,0.2038421085459975,0.16824427129897676,0.11177665796532521,0.23615751170749139,0.3454604344155716,0.3542893465231781,0.33554872147029247,0.31810935662738976,0.3214057916662334,0.3556713570147994,0.8441468682481794,0.8395008033091781,0.8546465415253085,0.8546465415253085,0.362664601373519,0.3813388935291365,0.28075104000041096,0.45248828359342075,0.44561959865933254,0.4559475896552675,0.45294161625617485,0.3379171774380253,0.27731298532135606,0.23666306619353433,0.2635448269526204,0.35912962778203206,0.3125306304548521,0.26424063775840656,0.6072701483790075,0.7313285978812322,0.8134200604876691,0.8353802581927713,0.7792729003574905,0.8532605891116669,0.8589943998369458,0.7540405521108362,0.7449029075190496,0.827863650240531,0.8205582258018257,0.7363207746986895,0.7358958845968644,0.5237264129536001,0.8412932322915672,0.8355767517833411,0.840172944328871,0.7752588312432274,0.8412303417974224,0.41492639513375723,0.3654866921998043,0.3251709400727635,0.314716148598152,0.7849514715695182,0.8025136195258834,0.45003487438656964,0.4649501970339443,0.6522358596734146,0.7904185814513265,0.7509563014402867,0.7162793040367792,0.581642841196035,0.7263609601253658,0.7035538266416296,0.7871677616693844,0.8285269359313194,0.6617715973954529,0.6241688374838701,0.6006584829609806,0.6344603285102404,0.5618509195811281,0.5395327064742504,0.642820629264413,0.6399842038265546,0.6714554626728156,0.7017838255364554,0.6730839590509659
P11_Phycella_ornata_P001_WC5,0.6816493330896735,0.692011379186706,0.6821957210965219,0.9422144970917223,0.9455300643358493,0.8754588553878897,0.7181583223963228,0.720118773328794,0.794600180729707,0.7776585563344633,0.6999981603810463,0.6788683663847881,0.7520534633377005,0.761724308542016,0.7680181406911857,0.8104220733905214,0.769097010471872,0.6564383315997582,0.7124219149287355,0.7344581573596013,0.32561907997900363,0.279614247287898,0.330634479764849,0.2330211974409634,0.28825855131915396,0.22840144113765903,0.23034259750066588,0.30859459346811524,0.3323940284436795,0.09796304088738822,0.0,0.13609958550093254,0.17666601702368698,0.05906468775154392,0.2125763939838515,0.3706288481281471,0.33266225992381726,0.3821961010091267,0.29467773523528856,0.3525114187834846,0.40152859271126284,0.8362337582919237,0.8330639259267284,0.856706778426477,0.856706778426477,0.36544739348935595,0.41014792828049745,0.27510236055637044,0.3750738036080325,0.38009961420986066,0.37598311372709786,0.39408355398359,0.32226878185440133,0.21332494629182866,0.25606124493007204,0.26990084484807564,0.27183474141355524,0.2621397008771139,0.2813537214361658,0.5916015249426982,0.6941582366681585,0.831287129271012,0.8437860412366325,0.7803412675371835,0.8678652115826373,0.8662782101723827,0.74070424275735,0.7314838820471714,0.8160842385857582,0.832040544017239,0.7265099040961032,0.7399147393492209,0.5315993420712809,0.8364071514108711,0.8637372494899349,0.8552857160148291,0.7704608016740209,0.8394827409127348,0.41749748345010307,0.2838102641284582,0.32461499310750896,0.3587829202566295,0.754420441825255,0.7672276432671935,0.38889842679122016,0.3810943740620636,0.646176566063773,0.7965457653824888,0.7471833257161544,0.7480703219979745,0.6119502621561344,0.725567196690289,0.6846874239364222,0.7699704033601509,0.8470745757156253,0.6788631347186439,0.632867959726578,0.6245620029725762,0.6572428909089907,0.5607591204047978,0.5303832221398717,0.7088437946393265,0.6897350184786302,0.596829135491483,0.6340976978565495,0.6307052005326385
P11_Phycella_ornata_P001_WD5,0.6634534524381345,0.6681420448967075,0.6555045977850891,0.8130293125961974,0.914681391990992,0.8446011075860941,0.7035902744855344,0.6969490367887523,0.664969308544634,0.758059127052508,0.6683971370057287,0.6555932970590295,0.72622547141979,0.643798466756043,0.7361455612159533,0.777521817723799,0.7371237961967771,0.646802714304316,0.599677194451648,0.7259542502799264,0.26330563018638364,0.30507069873342557,0.35725529179062077,0.3165612144643908,0.3131265732495918,0.31249885023286605,0.32339613564355085,0.3381637391239011,0.2653643268413902,0.2038421085459975,0.13609958550093254,0.0,0.0758813603167651,0.16259688770525638,0.14954817312507615,0.3785833708849218,0.35572937039112384,0.28770150281047124,0.3060321506662852,0.3451683543055008,0.30559319433690263,0.8041307168871501,0.8012338851980847,0.824626072735116,0.824626072735116,0.26630483519644965,0.30202918391001277,0.33859460915159123,0.384303194117962,0.3957010177643796,0.395746500149121,0.4080550098757524,0.3226614210933614,0.32225944770771553,0.3291058891243795,0.1872520568474108,0.29084998117343575,0.27175189144612644,0.18996825089890496,0.6735523931467117,0.6731243423684384,0.8061054727834785,0.7182833389287524,0.7518039746777212,0.8386463024192626,0.8343639659158695,0.6107034248283667,0.7016014082996473,0.7867106466210887,0.803009834349531,0.6008471859325725,0.6175869780356962,0.5070450028389957,0.8041006732811684,0.8335376718678825,0.8259926872969826,0.7475365821630141,0.8097645611139068,0.33363426126719725,0.3091466478716355,0.3453614590444174,0.3554825931895773,0.7209668040801102,0.7357687364085003,0.4022259677168194,0.3818269969784777,0.7185952482540874,0.7671585642938966,0.6190576173373374,0.7208239892851178,0.5835984033218964,0.69440095566647,0.6595241209193117,0.7362919707407333,0.8150835544418248,0.6515395990790254,0.606703248039127,0.598134806069897,0.6287813285869991,0.5293047915129623,0.5089195594938786,0.6887916019158947,0.6679356265298894,0.5961778288536232,0.6224201514624926,0.6183062544217065
P12_Phycella_ornata_P001_WE5,0.7070626554419615,0.7160700078640261,0.7088105234533575,0.8224314735781268,0.9208608205978885,0.8499425731612615,0.7485491818821235,0.7487859137608754,0.7023057777840507,0.7915462276131402,0.7000977820545597,0.7027085750078952,0.7623587098196976,0.6790640098056714,0.762674051940116,0.8110979074889503,0.783332906495283,0.6911163685853726,0.6016406419317349,0.7149532124734491,0.31260006748897273,0.3341787204634818,0.3963948846273689,0.3271833659558805,0.31741982087743587,0.3331312421368928,0.29384510195369007,0.36446214785435005,0.30271826769090143,0.16824427129897676,0.17666601702368698,0.0758813603167651,0.0,0.2035612339391339,0.158443067582346,0.3609556847704495,0.3700683731514123,0.273348703193669,0.30958563796551003,0.3008696251248995,0.29901528929706933,0.8366866530670247,0.8361564227536129,0.8410685701345074,0.8410685701345074,0.24961329555740014,0.2843644048612862,0.33305744607961674,0.41135068353518006,0.4216004379233304,0.4186814405981908,0.4309765567241419,0.34377280073241306,0.3422398966324465,0.2942626837775596,0.16715736538665943,0.3139902720258759,0.27754321929009457,0.16195687125478353,0.7204038530700055,0.7319903488219999,0.8269881158064981,0.7539672367185384,0.7817213671501708,0.863408361629717,0.8553159187632743,0.6523999036794145,0.7325674407903076,0.8289606165772093,0.8266363062597935,0.6404621047417324,0.6523364859761607,0.5142723693175116,0.8303603464747478,0.8402765793521649,0.8463582917659602,0.7709421649147323,0.8350509876515413,0.2979966967634989,0.34346167035163744,0.32716350149384626,0.3243094711117185,0.7535815150748328,0.771637215564759,0.4509508103867018,0.4417401829032054,0.7514932897148185,0.7975747886725381,0.6549441208187846,0.7167753793410531,0.5760859978505233,0.7203067335420419,0.6970016481409229,0.7658793263608878,0.8186155034620034,0.6500329230131845,0.6072298756813117,0.605950764769376,0.6226785830657626,0.5349146656591004,0.5387729782412081,0.6643612249697762,0.6495727338544773,0.6551097651109039,0.6796124606330748,0.6741083424463913
P12_Phycella_ornata_P001_WF5,0.6535454421292302,0.6707656064133813,0.6692144713837942,0.920507344309154,0.922050255340627,0.8550785422476536,0.6928494614381329,0.6885893038007169,0.7731735705630273,0.75165659943716,0.6876600033934863,0.6569177697096652,0.7254176298295391,0.7325632220807076,0.7450968801380989,0.7898481416261547,0.7514506167205834,0.6589271910995353,0.7083413068702298,0.7259610347760255,0.3322413191757747,0.3151590237608234,0.3329835843966395,0.2372519230515244,0.3151439646189182,0.2481213279528814,0.2577694072486167,0.32964973789433694,0.3404298579275546,0.11177665796532521,0.05906468775154392,0.16259688770525638,0.2035612339391339,0.0,0.24563678488703325,0.36373931400596,0.3319425304707795,0.40404861363051425,0.32412356804354636,0.38467946934237296,0.42062190965380986,0.8135743896239507,0.8115066411740756,0.8320451609175363,0.8320451609175363,0.3966668970823454,0.41614958809106567,0.29891100021169104,0.4097420461586097,0.41401124990024163,0.39199026181306346,0.41492461658206825,0.3469240815533443,0.253778051021384,0.272700086542493,0.28597771900281616,0.31126804850818784,0.30840911214682576,0.28250187164308177,0.5589306636149365,0.6635400902394878,0.8038888723786053,0.8174683084719918,0.7488460472190027,0.840312618919015,0.8400241954276939,0.7171034012900088,0.7003274891466744,0.789916890559151,0.8024680079632454,0.6924672005740908,0.7084001638394359,0.5229033493787401,0.8132439268150395,0.842176965696513,0.8264485194751219,0.7532487982711401,0.8222847723056029,0.42967615197685427,0.32956963060040023,0.34777444722084494,0.3886172124984089,0.7414863404677015,0.7429735926850799,0.4113267862464496,0.4099985505154213,0.621638742555918,0.7748550924951473,0.7204319513109622,0.7537276483231914,0.6007731508123604,0.7161267601160689,0.6533004372134704,0.7586724117928318,0.8283168848010043,0.694486278747033,0.6503570757803618,0.6328933437741195,0.666595118579907,0.54836184469249,0.5526885918019294,0.7139181441110742,0.7019520564852759,0.5651881909485864,0.6041958153046669,0.593772800732413
